athlete_id,reason,philosophy
1550192,her mother enrolled her i didnt expect her to stick to  commuting daily  said coach petruta marcu at first she did three times a week after i saw that she was starting to evolve and had very high qualities i started calling her daily it was a big sacrifice for the parents to commute,""
1550218,"",good balance between sport and study and make good rest
1550219,"",""
1550221,"",the grind never stops
1550227,took up track cycling after he was spotted racing in kuala lumpur it was my first ever race id never trained id never used a track bike despite competing against national cyclists he won the race,""
1550228,its every sons dream to make his parents proud but it never crossed my mind the activity i chose would be the one i just joined my close friends in cycling when i was 16 we knew nothing about the art of racing and had no bicycle no helmet no shoes nothing at all,everything is a choice whether you believe it or not
1550233,older brother ajay who works in the indian army and is a former amateur boxer inspired amit to take up the sport ajay used his wages from his job in the army to fund his younger brothers boxing career,""
1550250,he was overweight  so to keep him active his parents enrolled him in a gym in the nearby town of madlauda as the youngest there he often had to settle for equipment others did not want and he did not enjoy it his parents looked for an alternative and a visit to panipats shivaji stadium with his father changed his life he did not like running but when he saw bigger men throwing javelins he wanted to try it i really liked the javelin especially how it flew but i also watched so many videos of jan zelezny the world record holder from the czech republic so i watched so many videos of him and i really liked his technique and his attitude in competition,when you work hard enough the external factors fade away
1550264,at age five he was in kindergarten and received invites from coaches in different sports to join their selections i received a lot of invitations for athletics for football but surprisingly i didnt take any of them home only the one for gymnastics,never a failure always a lesson
1550271,after being inspired by his uncle  a former professional boxer  his father would wake him up at 4am and take him to training and then do the same each evening to make sure his son was getting the best coaching,destroy what destroys you
1550285,she was recruited to leave her hometown to start rowing for csm calarasi i didnt want to try rowing my father convinced me he was overjoyed listen to me im going with you stay for two weeks if you dont like it come back i arrived in calarasi in the end thinking that i would stay for two weeks after a week or so i started to like it they taught us to swim which attracted me when my father told me that tomorrow im going to leave i no longer had that heartache that i was left alone,""
1550289,"",""
1550294,her mother took her to visit her sister who was training in rowing in orsova romania she was then encouraged to take up the sport by her sisters coach,be the change you want to see in the world
1550295,his parents participated in canoeing and introduced him and his brother oleg to the sport,""
1550300,"",""
1550303,she was discovered by two coaches mariana and cristian malis and decided to give the sport a try despite not knowing what she was doing slowly she grew to love it,""
1550307,her grandmother encouraged her to pick up the sport,""
1550309,her father played football and cricket and wanted his children to be involved in sports he chose athletics for them but decided to switch zareen to boxing following advice from another family member once when we were at the stadium there were girls participating in every sport apart from boxing i asked my father why there were no girls competing in boxing is boxing only for boys he said no but they dont box because people expect girls to stay at home and do housework in my mind girls were always equal and they were always just as strong,when you have a dream to achieve just keep working hard never give up and believe in yourself
1550313,encouraged by her father somveer and her uncle vinod who was a boxing coach sports wasnt my priority i was good in my studies i never thought that i would be a sportsperson but my father and uncle motivated me to enter this field in the beginning i told them that i cannot do this and wont become a boxer but slowly after i started competing and training my interest in boxing rose and then i continued with the sport,it doesnt matter how long you have been there it is the hard work that counts
1550324,"",""
1550326,took up the sport as she comes from a family of boxers and was initially trained by her dads brothers parvinder and sandeep singh,""
1550327,influenced by his brother,there is no shortcut for success so work hard and never give up
1550329,she played football as a child but was recruited into rowing by a local coach because she was the tallest in her class,""
1550384,i dont think i chose rowing rowing chose me i keep rowing because i love this sport,""
1550432,influenced by her older twin sisters who were trained in martial arts after realising that the form of martial art we have been practising is not a recognised olympic sport i decided to go for boxing took it seriously after indian boxing coach padum boro recognised her talent during a trial at the sports authority of india boxing is everything for me aside from the tactical or technical aspect of it boxing taught me the lesson to be a better person one thing ill always cherish is that boxing gave me the power to embrace my failure,""
1550437,she was recruited to the sport i came to the conclusion that although rowing meant a lot of work the highs were high which makes it all worth it so i decided that what i really needed to do was learn how to do it right,""
1550531,"",""
1550542,"",""
1550544,his older brother patrick was scouted by the bavarian association of modern pentathletes during a school visit their mother decided that the sport would be good for both boys she was right  patrick competed in modern pentathlon at the 2016 and 2020 olympic games and marvin will follow suit at paris 2024,""
1550546,"",""
1550551,a friend of the family took me to a pentathlon training session and i liked the combination of five different disciplines,never give up
1550553,"",""
1550560,she was talent spottrd by a coach while she was at high school it all started at school where coach george bulie asked me if i wanted to give it a try he explained about the opportunities rowing had to offer at first i was reluctant but in the end i decided it was worth a try,""
1550630,coaches came to her school to recruit new rowers but despite her height rusu was not selected her family then made a call to the rowing federation and she was given a chance to train,slow down so you catch all the beautiful details
1550644,"",""
1550661,she was discovered by coach despa ioan and decided to try it as a scholarship would help her mother who had raised her on her own after one week i packed my bags and moved to train at the national college nicu gane in falticeni romania i think rowing is a quality you are born with,you always go beyond your limit after that you forget and you go again
1550789,she was recruited into the sport by coaches who visited her school even though she wasnt in attendance that day two other tall girls told them about me and my size and  invited me to give the sport a try i was measured on a wednesday and the following sunday i moved to falticeni to begin training also i didnt know how to swim,""
1550806,he originally wanted to be a mechanic before switching to rowing i was at an automotive school and coaches daniel moise and cornel nedelcu from css calarasi came and saw that i was tall they liked me and they called me thats where my life my mind everything changed now i hate repairing my car i was crazy to want to be a mechanic i appreciate the people who do the job but clearly i wasnt made for it,""
1550815,"",""
1550831,"",""
1550881,"",""
1550974,"",""
1550975,the passion for canoeing was transmitted to me by my father and my brother who always took me to practise it,passion persistence perseverance
1550977,first experience of canoe slalom was as a spectator at augsburg ice channel she decided that was what she wanted to do,""
1550978,his father was a paddler and he passed down his love for the sport,go big or go home why not
1550980,she likes to think that she did not choose the sport but that she was born to practise it,i am very determined when i set my mind to something there is nothing that can stop me
1551050,"",""
1551051,used to jump around a lot as a youngster my mother had no doubt about which sport i should practise drew inspiration from watching the athens 2004 olympic games on television,""
1551052,as a child i played football then at nine years old i met coach fabrizio marcotullio so since 2011 artistic gymnastics has become my world,""
1551057,"",""
1551058,he was hyperactive as a child so his parents signed him up for classes,the best is yet to come to be first or last doesnt matter the most important thing is to bring out the best in yourself
1551061,switched to gymnastics after participating in acrobatic dance,""
1551121,he went to wrestling tournaments with his grandfather michael a wrestling coach,""
1551123,"",""
1551159,"",""
1551169,this sport is the sport of my family my father my brother  they were all engaged in fencing and i also really wanted to be on a par with them at first i played football but once i happened to be at the georgian fencing championship and i liked what my brother and father did it was love at first sight,you need to learn how to lose so that you can then learn how to win
1551175,discovered by coach ioan despa in rasca romania he noticed me at school when he came scouting for new athletes i was a 12yearold kid and extraordinarily tall for that age  i was already 181 centimetres,""
1551177,"",""
1551178,was recruited into rowing when he started secondary school moving to a training centre in orsova romania immediately when i moved away a classmate told me i wouldnt be able to stay away from home i used that as motivation after six months i became a national champion and since then i realised this is what i want to do,patience goes well with the sea and when i cant i can a little more
1551180,"",""
1551184,"",""
1551186,"",""
1551188,introduced to the sport by friends at a youth training camp in orsova romania at first i was not serious about rowing i was more curious it was when my colleagues were beating me in training that i wanted to improve,a problem remains a problem dont make a hundred problems out of it
1551190,recruited into the sport based on his stature,""
1551238,involved in football and handball before switching to rowing noting his height he was encouraged to take up rowing at css bega by coach elvira vasut she elvira came into my school looking for athletes to take up rowing already at that time i was 186cm tall and she asked me if i would be interested in going to timisoara to learn the sport i thought it would be something new and interesting for me,""
1551246,"",""
1551249,started in combat sports including kickboxing before discovering boxing that completely changed my life,""
1551270,her parents were former artistic gymnasts and her mother took her to a coach i was jumping around having fun expending energy in her first competition at age five in moscow  she claimed silver,""
1551283,"",""
1551307,he followed his brother into the sport my family really wanted me to choose another profession they believed that one athlete is enough for a family they wanted me to become a doctor,""
1551316,she accompanied her friend to a badminton club,im a fighter and i will fight to achieve all my targets and goals
1551318,wanted to learn boxing to protect herself from bullies at school although her father  a boxer himself  was strongly against it so she trained in secret when her father found out they made a deal that if she won her fight the next day she could continue she did,""
1551324,i started playing one month after my sister she encouraged me to join the badminton club as she said that it was a great sport i was a ballroom dancer before that,i will never give up on my dreams and goals
1551330,"",""
1551347,"",""
1551355,"",""
1551387,his family enjoyed hunting and introduced him to shooting i liked the world of shooting,always believe
1551388,he attended a tryout day at a local shooting range and clicked with the sport,to get even 1 more you have to give 100 and you need to have patience and dedication to get good results never give up until the end
1551390,i tried many sports when i was young and then got into shooting because i was fascinated by my grandfathers hunting rifles when i tried shooting at the range it was love at first sight and i never stopped practising,hard and constant work attention to detail process oriented instead of result oriented
1551391,he grew tired of playing football and started shooting like the rest of his family,go free live in the present
1551400,i loved shooting at stalls during fairs at the beginning i wanted to try the pistol but since i wasnt physically fit i dedicated myself to the rifle,shoot for the moon even if you miss youll land among the stars
1551401,shooting fascinated me and gave me a goal,there is no such thing as an easy competition fight until you are done better done than perfect
1551443,as a child all i knew about weightlifting was that my father did the sport i did my first workout with him and he introduced me to giorgi asanidze a great athlete and my future trainer,""
1551445,"",""
1551552,was encouraged to take up the sport by his brother samir who was a surfer and their parents took him to the beach during school holidays they went to a surf camp in oualidia in the north of morocco the owner sent me to france for contests so i started my first competitions and got sponsored by quiksilver surfing changed my life when i became a professional surfer i left school to be able to travel the world and attend the surf competitions,""
1551755,"",""
1551787,"",glorify god through my wrestling
1551794,followed in the footsteps of his father who trained in mixed martial arts he first took up jujitsu at age six and moved to wrestling later took a break from the sport until high school when he returned to the mat,""
1551804,his cousin lazaro was a boxer and encouraged other family members to sign up in his first year he wasnt able to go to the school games because he wasnt heavy enough to make the weight but he claimed a silver medal in his second year quickly followed by a gold and youth nationals,""
1551805,comes from a cycling family,""
1551878,cycling is a popular sport in her family at age 13 she was invited to join the mexican talent development and high performance training centre  in mexico city,you can do anything if you want to
1551880,competed in athletics from a young age and improved quickly but injured her knees my doctor told me you have to have an operation or change your sport because its not going to work thats how i started cycling at first it was just a hobby for me but i quickly liked it and started to compete,""
1551883,her father inspired her to take up cycling and took him and her siblings to practice mountain biking,""
1551884,"",""
1551906,"",""
1551907,"",""
1551908,"",""
1551912,"",""
1551918,"",""
1552005,his father was a national team sailor for malaysia and encouraged him to start,if you want to be the best you have to train and training means being out there in the sun out there on the ocean weathering the waves and the elements working on your fitness and strengthening for the day you decide that you are good enough
1552017,"",""
1552020,developed a passion for trail running after her first race i was charmed by the mountains and the atmosphere of the race i felt i belonged to that community to the point that i wanted to start again right away and do better each time,mens sana in corpore sano  a healthy mind in a healthy body
1552024,"",""
1552030,she was born into a family with a tradition in taekwondo and often practised with her father and brother at home she was soon attracted to the sport,""
1552033,"",""
1552037,followed his older sister into rowing i was very excited about the medals she brought home everyone praised her she was always the centre of attention,""
1552039,"",""
1552040,"",""
1552045,his teacher encouraged him to try rowing after an injury ended his taekwondo career,do not leave for tomorrow what you can do today
1552049,"",""
1552057,"",""
1552058,he was introduced to the sport at an olympic training camp in navodari romania i wanted to do a sport but had no idea it would be rowing when i got there  and i had the first contact with the boat on the water i didnt know how to swim i was afraid the trainer then took us to the pool and taught us how to swim for three months,""
1552065,his physical education teacher encouraged him to try rowing at the local sport club,""
1552074,"",believe in hard work not luck
1552080,"",believe in your dreams
1552086,started climbing through his father who did a climbing course with the renowned german climber wolfgang gullich his fathers enthusiasm for the sport grew so much that he began taking his family to the rocks of frankenjura,i just love what i do climbing means everything to me it combines sports nature physics mental challenges travelling and competition alone or with other climbers i can define my own goals focus on them go for it push my limits there are so many things to see places to visit and inspiring lines to find climbing is not just a sport its a way of life
1552087,got into climbing through his parents i tried out lots of sports gymnastics table tennis rowing but ultimately i enjoyed climbing the most,""
1552089,it was a cherished childhood activity that she grew up with,""
1552154,"",""
1552155,"",""
1552156,"",""
1552157,"",""
1552158,followed her father giovanni into the sport at the beginning i was not excited i missed my beloved artistic gymnastics but after a short time i became addicted to it,""
1552159,"",""
1552160,she was initially involved in rhythmic gymnastics but decided to try athletics after she saw a group of boys running i have always liked to play sports since i was a child one day by chance i saw some boys training while i was at my brothers football match i decided i wanted to try running too and when i did i felt involved and i liked it right from the start,""
1552161,"",""
1552162,"",""
1552163,"",""
1552166,her physical education teacher introduced her to athletics coach renzo chemello i noticed at age nine i was running faster than others but for a long time i tried to escape it as i was shy and did not want the others noticing me sprinting put me in the spotlight i chose volleyball and music then at age 17 i gave in and after three months at a camp with chemello i was on the podium at the italian junior championships,the beauty of athletics is that when youre behind the starting blocks the main thing that identifies you is not the colour of your skin but the nation you represent
1552167,planned to follow his father into basketball before deciding to focus on athletics,""
1552168,used to play basketball but was encouraged by a school teacher to take up athletics,""
1552169,"",""
1552170,i have always loved sport i started practising ballet and horse riding when i was a child then doing crosscountry running in school competitions i began to take my first steps in the world of athletics my physical education teachers immediately realised that i had potential and directed me to sprint races,""
1552171,"",""
1552172,"",""
1552173,at first i was sorry to give up football i played with palma monte urpinu and football was my first passion then athletics won me over making me feel extraordinary emotions and forming my dream  to participate in the olympic games,""
1552174,"",""
1552175,"",""
1552177,he competed in alpine skiing in his youth and used athletics to keep fit during the summer he chose to switch focus to athletics at age 16 i was brought into sports from five or six years old my parents made me try a little bit of everything over the years including skiing athletics volleyball basketball tennis sailing horse riding football and climbing for me athletics won the battle in the end because it was the sport where i felt most confident its a cycle  you bring more confidence to the race so you run better which gives you more confidence in skiing you could often do the right thing and get unlucky athletics just seemed fairer,if you can dream it you can do it
1552294,he tried tennis swimming alpine skiing and football before athletics he decided to focus on running after coach lella grenoville discovered his potential,""
1552295,she was convinced to take up athletics by her mother patrizia after she showed ability as a sprinter,eat pasta run fasta
1552296,"",""
1552298,his parents had taken his brother to a local race and after finding out about a childrens race they signed him up and he won,""
1552299,switched to athletics after she suffered a knee injury playing football,""
1552300,"",""
1552303,"",""
1552304,his middle school teacher and his mother suggested the sport,""
1552305,was influenced by her father a former middle distance runner the event that changed my life was the historic ciaspolada della val di non a snowshoe race that my father won for the third time in 2007 the organisers told me that if i wanted to i could symbolically run the final stretch with him and that allowed me to cross the first finish line of my life there were many more to follow,""
1552306,my father paolo was an amateur runner and when i was 10 he tried to take me to the track but i did rhythmic gymnastics and i was not very interested in athletics however during middle school at age 13 i returned to the track and never left i did all kinds of competitions including cross country at school,""
1552307,her mother was a sprinter,""
1552309,"",""
1552311,his talent for running was spotted by coach marco borsari,""
1552312,her mother rossella and father gianni competed in athletics and she followed them into the sport previously she had been involved in swimming basketball and modern dance before beginning serious athletics training,""
1552313,was encouraged to take up the sport by her father who was an amateur runner,""
1552318,"",""
1552320,"",""
1552338,"",""
1552341,an acquaintance took him to an athletics field for the first time and there he met coach marco maddalon who introduced him to the sport,""
1552342,played football at first but when he started athletics he quickly stood out in school competitions,""
1552343,"",its true on paper im 38 years old but i have a heart that beats with the strength of a boy and a pair of legs that dont want to slow down being called old by some has never affected my determination inside me there is still so much enthusiasm and so much passion for running
1552347,followed his brothers to the athletics track in venice,""
1552348,"",""
1552349,"",""
1552351,"",determination matters more than talent
1552358,physical education teacher who is still her coach invited to a training group,""
1552362,"",""
1552364,"",""
1552365,i started almost by accident i found myself on an athletics field with a childhood friend who practised athletics and from there it all started,""
1552368,"",""
1552370,it was the choice of his father,you are creator
1552373,initially a judoka she was introduced to athletics by a physical education teacher at middle school,""
1552374,"",""
1552375,"",""
1552378,"",""
1552379,"",""
1552380,played football before attending athletics training at atletica estrada in treviglio italy,""
1552381,a shoulder injury forced her to take a break from gymnastics and she was advised by a coach to try pole vaulting,""
1552383,followed his brother who was a javelin thrower into athletics i tried all athletics disciplines but the high jump scared me  at my first competition i only managed 105m but one day when i must have been nine or 10 years old i progressed from 110m to 134m from there it became my favourite discipline,""
1552384,"",""
1552385,played basketball  in stamura ancona before following his father and grandfather into high jump,""
1552386,comes from a sporting family his father was a sprinter and his mother was involved in swimming,""
1552387,my parents were throwing athletes but they didnt direct me to the sport otherwise im sure i would have refused it since i was a child i have practised sports like volleyball basketball dance and then also tennis and horse riding at a competitive level but gradually i approached the world of athletics and i started trying different disciplines both in the field of throwing but also in running hammer throw was the discipline that i immediately felt suited me perfectly in the sense that the basic technique was easy for me,""
1552389,"",""
1552390,shot put was first introduced to me at a general athletics camp which i was invited to because of my sprinting performances we had the opportunity to throw plastic honey containers filled with beach sand this gave our coach at the time an indication that something in the sport resonated with my ability from there i grew from strength to strength within the sport,""
1552392,when she was in first grade of school the janitor roberto saw her running and jumping in the corridors and contacted her grandmother who got her to try athletics,""
1552394,"",""
1552395,"",""
1552403,"",""
1552443,"",""
1552444,"",""
1552449,"",""
1552495,"",""
1552548,he was inspired by his father who was involved in rowing since i was little i saw him rowing i was always drawn to the sea when i was young and all the sports i played had to do with the sea or the water i wanted to try this sport and i became hooked i started with friends for pleasure and as we went along we got involved in departmental and regional regattas then the french championships its a sport in which you dont have to start early to reach a high level,""
1552556,started because he was a very restless child and his godfathers wife advised his mother to have him try judo after which he was hooked,he has two mottos the first being who dares wins which was the motto of the pole espoir in nice where he studied throughout his secondary school years the second is strength and honour
1552558,"",""
1552569,she followed her father who was coaching at la semeuse  i liked swimming these longer distances and being able to stay in my bubble without anyone bothering me i liked being alone,""
1552575,"",""
1553020,"",""
1553021,she and her brothers took up modern pentathlon after being encouraged by their swimming coach at the beginning it was just a hobby when we began to go further it became a big effort with the first national and international podiums i realised that this sport would be the main focus in my life,the key to everything is to have fun besides thanks to pentathlon i have learned to be persistent to give my best and to never quit
1553029,practised swimming but her results were not good enough so her coach switched her to modern pentathlon almost immediately i was able to compete at national level little by little my love for the sport blossomed the spark for competitive sport came in 2004 after watching the olympic games in athens it was when italian swimmer federica pellegrini won silver and i thought i want to try it too,""
1553031,"",""
1553033,he showed talent in swimming so he was later introduced to the other pentathlon disciplines,""
1553039,"",expect the unexpected
1553247,influenced by her parents,you have to try the impossible to achieve the possible
1553249,his mother and aunt took him on a bike tour hosted by his hometowns shooting club with archery available to try at the end of the ride,""
1553253,her mother worked at a shooting club i tried it out at a shooting festival and immediately became a child star so then the coaches there marion and michael bohm brought me into the club i got better quickly and with successes the fun grew,""
1553255,he had an interest in the sport right from the start,passion for precision
1553257,in the beginning it was just about having fun,""
1553258,her grandmother saw an advertisement for an open day at the local archery club i thought thats cool like robin hood ill do it i love the most that i am 100 responsible for my actions and my results and that i receive immediate feedback after each shot,""
1553260,"",""
1553262,influenced by her grandfather she also passed the hunting licence test,""
1553271,her whole family is actively involved in the sport,success is not a door but a staircase
1553277,my hometown shooting club started a fun competition everybody in town could go along and try shooting one day i joined in and i have never left shooting since,either i win or i learn
1553280,"",no matter what happens no matter whether success or failure the earth keeps turning and it never gets easier
1553285,her mother is an archer and her father a coach i grew up at feuchter bogenplatz  i have always wanted to shoot  myself my first bow was four pounds and shot three metres at that time i was three when i was five i went to the youth training group and the youth trainer norbert did not send me away,""
1553289,through her family,success is a staircase not a door
1553293,my father is club chairman so as a young boy i automatically joined,never lose the fun always focus on factors that can be influenced such as a technically clean shot
1553294,her former coach rudi joosten asked her older brother simon if she and her twin sister franka may enjoy the sport i went along i liked it and i did pretty well right away considering id never done it before thats how it developed,""
1553299,his father participated in a 24hour shooting marathon competition and he went along and shot with an air pistol for the first time,""
1553301,he wanted to learn to have fun while concentrating at the same time,goals help
1553574,her cousins cycled so she and her brother wanted to try she took up both swimming and cycling as a young child but then chose to focus on cycling at age 16 i was still swimming at the age of 16 and had to decide which sport to drop and which one to specialise in i thought id have a better chance to do well in cycling because at the time the womens field was not that strong while swimming was getting a bit monotonous,life is there to be lived
1553663,her sister was taking dance classes and there was a rock wall next to the gym started climbing the wall while waiting for her sister i happened to like it and i was trying to make it as hard as possible that was the start of it,""
1553664,climbing brings me balance a moment in which i detach from work family a moment in which i dont think neither about the future nor all those things that i still have to do in simple words it is my moment,""
1553666,followed her mom and older brothers into the sport,""
1553674,wanted to climb just like his sister in a club in la rochette in savoie france,""
1553677,followed his mother into the sport,""
1553685,followed in the footsteps of her older brother,""
1553688,i chose speed because its faster its the same route and you have to be as consistent and precise as possible,""
1553753,"",""
1553910,for a while she wanted to be a tennis player that didnt work out as i wasnt any good at tennis but then i was watching the olympics in 2008  and i saw some girls doing the triple jump and i thought that looked fun to try,follow your dreams do whatever makes you happy and remember age is just a number
1553912,discovered the hurdles by chance in her first year at high school the coach arranged some sticks and instructed us to jump over them and i was doing pretty well so i continued at it i liked the challenge because not many people were doing the hurdles at the time and i decided to take it on and i fell in love with it,adversity builds patience and faith
1553914,"",""
1554140,"",""
1554520,"",""
1554523,"",""
1554524,mother barbara and sister tamalee did athletics,if you have to work hard for anything the final outcome is that much sweeter every ounce of sweat on the ground is another ounce of joy when the scoreboard is in your favour
1554526,"",""
1554735,his brother introduced him to fencing offering an alternative to football it was during the olympic games london 2012 when he was inspired to pursue the sport competitively wanting to represent mexico on such a prestigious stage,""
1554801,began swimming at age seven but her father who was a teacher realised her physique was more suitable for diving and got her to switch sports my father put me into diving after reading an article about it  pandelela rinong was a rising star at the time i fell in love with the sport when i won my first medal at age nine at the 2008 malaysian games  in terengganu,never give up
1554860,his family has always been connected to the sea and as a child he showed great interest in boats and the ocean his parents took him to the sailing club in mornar where several olympians had trained,""
1554885,"",never forget where you come from
1554897,she rode with her friends around the village but when a cycling club was formed in the community she was one of the first to join she enjoyed the freedom and the chance of adventure that cycling gave her,""
1554945,"",""
1554952,"",""
1554957,"",""
1554960,"",""
1554963,i come from a sporty family so i tried a few different sports,""
1554966,his father was a tennis coach,""
1554968,he followed his older brother luka into the sport,""
1554970,her mother introduced her to tennis,""
1554972,her family were involved in a number of different sports she first tried gymnastics but was forced to stop due to an ankle injury she then asked her parents to allow her to try tennis and she fell in love with the sport,""
1554976,encouraged to try the sport by her mother who also played handball,""
1554978,"",""
1554980,"",""
1554982,went along to a handball training session with a friend i wanted to try it out no one was that keen on handball at home but i thought it was fun,""
1554983,tried handball at the suggestion of her father,""
1554984,played a number of sports including football golf and gymnastics but decided to focus on handball at age 15,""
1554985,to follow after her older sister,""
1554994,"",""
1554997,both her parents played handball,""
1555001,"",""
1555006,"",""
1555010,"",i love winning and score a lot of goals however the most important thing is the team and i always do my utmost to make the team successful
1555033,he was selected to practise gymnastics by a specialist,always keep pushing no matter how hard it is
1555034,"",""
1555069,"",""
1555070,"",""
1555074,has been fond of sport since childhood,""
1555082,as a child i was thin and light and to improve my health my parents enrolled me in athletics at first the coaches tried me at short distances to test how i ran then they sent me to jump i immediately jumped 155m and they sent me to the senior championships of kazakhstan,""
1555095,she loved rugby immediately i was a massive tomboy and just wanted to play it didnt bother me to play against boys at all,""
1555096,in 2014 she received an email from former european cup winner with ulster stanley mcdowell who invited her to trial for irelands nascent rugby sevens programme although she admits she had trouble learning the rules for a long time i didnt know why the referee was calling for a foul or i didnt understand the ruck and who could go into it and when you could poach a ball,""
1555097,"",""
1555098,kicked out of school at 14 and turned to boxing a year later to give her some discipline was initially rejected by the local boxing club as they would not take girls but she kept persisting and they eventually let her join,""
1555100,"",""
1555101,his mother introduced him to the sport,""
1555109,"",""
1555111,"",""
1555185,"",""
1555190,lists persistence and discipline as the two main qualities that are important for boxing,""
1555195,"",""
1555234,i followed my mums steps in judo,""
1555317,"",""
1555318,"",""
1555372,"",""
1555380,"",""
1555417,"",""
1555457,"",the road to success is like an obstacle course
1555479,"",""
1555493,his olympic dream started when he went to watch table tennis at london 2012 he was 10 years old discovered that kiteboarding was going to be in the youth olympic games in 2018 started training seriously when he was 13 and competed at the games in buenos aires when he was 16,""
1555500,"",""
1555501,"",""
1555502,"",""
1555503,"",""
1555506,"",""
1555510,i swim because i like it it gives me benefits personal and academic an important person for me told me once that i have to enjoy what i am doing the pressure comes later,""
1555511,was inspired by his uncle who was a marathon runner the local club he joined was also the one where marathoner jaouad gharib his hometown legend and inspiration had started his career,""
1555512,her older sisters competed in swimming and she showed potential when she accompanied them to training,water is my habitat where i talk i cry i laugh i live
1555519,"",""
1555537,"",""
1555541,"",""
1555542,"",""
1555548,discovered by coach eleodoro stable who invited him to try boxing,""
1555550,"",""
1555553,"",""
1555554,coaches teddy daley and heather samuel realised his potential after watching him compete at his school,""
1555555,"",""
1555589,he and his brother were introduced to the sport by their cousin,""
1555792,she comes from a golfing family,i challenge myself and learn something new everyday
1555976,when he first went to a shooting range he really enjoyed it and kept going back,now or never
1555977,followed in the footsteps of his parents and sister,""
1555979,his parents introduced him to the sport,just do it
1555983,"",""
1555984,as a hobby in school time,never give up
1555996,my father wanted me to do this sport,never give up
1556010,has always been interested in sports,keep moving forward
1556045,transitioned from kickboxing after being taken to a college of olympic reserve and meeting boxing coach ziyatdinbek toygonbayev,a ring is a fight for survival between competitors who respect each other
1556049,"",the choice is ours if you have a goal protect it and strive to achieve it no matter what
1556052,"",""
1556056,used to be a very active child and when he started climbing he realised that this sport suited him the best,""
1556057,climbing was a natural part of her upbringing and family tradition she was drawn to it from early childhood,never give up and aim to the goal no matter what hard work beats talent if talent doesnt work hard
1556067,"",""
1556072,along with older sister yulduz she saw an advertisement for a cycling race and decided to take part they needed to borrow a bike and compete under false names to hide their activity from their family but it was worth it as the sisters finished first and second,""
1556074,my family especially my brothers were very good at sport and they encouraged me to begin running,""
1556082,her mother an accomplished table tennis player consistently brought her to the sports hall where at the age of three she would run around with a racquet attempting to hit balls against the wall recognising her daughters interest in table tennis her mother started training her when she was five becoming her sole personal coach ever since,""
1556083,"",""
1556084,"",""
1556089,"",""
1556091,his parents wanted him to learn how to swim,if you want something you have desire and a coach as well as body abilities you can achieve a lot in sport
1556092,i have been doing sports since the first grade  at first i did artistic gymnastics for two years then my parents enrolled me in modern pentathlon in 2017 i switched to swimming as it did not work out with pentathlon,always move forward
1556093,followed his older brother into the sport,if you do everything right then you will definitely succeed if it doesnt work out then you need to look for mistakes and not give up
1556094,"",""
1556208,attracted to running because of the prize bags available to medallists i wanted one of those bags so started participating but didnt win anything then in one race walking event since there were only three girls participating my coach asked me to walk with them thats when i won my first bronze medal and a bag too,""
1556210,his coach arvind kapoor recognised his athletic ability during a football match and encouraged him to take up athletics,""
1556225,"",""
1556227,"",""
1556228,"",""
1556229,"",""
1556230,"",""
1556231,"",""
1556238,"",""
1556239,"",""
1556241,encouraged by his father and godfather who played the sport,""
1556243,"",""
1556244,encouraged by his father florin who played the sport,""
1556245,"",""
1556381,she was involved in gymnastics and dance before opting for athletics she was inspired to follow into the footsteps of her aunt 1992 olympian eusebia riquelme an international sprinter for cuba i preferred sprinting but i switched to middle distance running because my first coaches thought it suited my physique,""
1556383,"",""
1556384,"",""
1556385,"",""
1556388,"",""
1556390,"",""
1556391,"",""
1556395,"",""
1556397,i had long legs and arms my father talked to a coach in my town and thats how i started,""
1556403,"",""
1556598,"",practise makes perfect so make sure you practise correctly
1556614,she followed her older brother into the sport when i started surfing with my big brother i knew thats what i wanted to continue doing,take the small steps to achieve big dreams
1556615,his mother bought him a bodyboard at the age of four replacing it with a surfboard when he was six even though she had never surfed she pushed me into every wave and helped me to understand and learn the basics he entered his first competition at eight years old and since then has been getting expert guidance from his dad who has been surfing for more than 30 years he showed me around and taught me everything he knows,""
1556634,started as a hobby before she started to take it seriously,""
1556645,"",""
1556646,"",if you give it your all you cant blame yourself
1556647,"",success happens when your dreams become bigger than your excuses
1556649,"",consistency is key
1556671,"",""
1556677,"",""
1556680,"",""
1556793,"",""
1556796,his father gary used to take him to a driving range as a child his father then signed him up for golf lessons after a professional golfer mentioned he had potential we were just trying to play we were having fun i used to watch golf on tv all the time especially when  tiger woods was playing id always wake up at three in the morning to see him finish before i went to school i couldnt be a normal kid because i had golf and i loved it i didnt have many friends in school all my good friends were the golfers,""
1556797,"",""
1556818,"",""
1556821,"",""
1556834,"",""
1556838,her father oliver was a skater my father taught me to skate as soon as i could stand when i was five we started training once a week skateboarding is an incredibly creative sport everyone can skate however they want nobody can tell you what tricks to do every skater rides differently that impressed me,girls can do any sport
1556860,"",""
1556869,used to play football and when he entered the chirchiq college of olympic reserve at age 13 he was late for a football examination and had to pass a boxing one when his mother next saw him his face was bruised and his eyes were squinting she thought that he had been beaten up and insisted that he go home with her and stop studying he had to convince her otherwise but she still came to visit every two weeks to check on himmom dont worry no one hit me you have to fight and prepare like that in boxing im studying i will make my fathers dreams come true and become a champion just dont cry and dont say youll take me away,""
1556873,"",""
